Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
Van,52542,Average,1,2,Electric,Manual,1500,11181,2023-07-05,2025-07-28,Second,24917,9,2,12.265497664565736,Worn Out,New,New,1
Van,68325,Poor,5,3,Petrol,Manual,2500,141827,2023-05-01,2026-03-19,Second,12551,10,2,11.767368736856964,Good,Good,Weak,1
Bus,68802,Poor,4,6,Petrol,Manual,1000,51774,2023-04-28,2024-07-28,Second,20962,7,2,15.801091819449299,Good,Worn Out,Good,1
SUV,74746,Poor,1,2,Diesel,Automatic,2500,29453,2023-07-26,2025-12-20,Third,5132,8,0,18.16999116608678,Good,New,New,0
Motorcycle,53301,Good,1,4,Petrol,Automatic,1000,21139,2024-01-31,2026-02-05,Third,20916,1,1,12.980057158369766,New,Good,New,0
Car,66024,Average,3,5,Electric,Manual,1000,54521,2023-03-30,2025-04-29,Third,9074,3,3,13.587837528262352,New,New,New,1
Motorcycle,45255,Poor,3,6,Petrol,Manual,2000,123177,2023-06-14,2025-08-27,Second,11288,10,0,16.224440973264226,Worn Out,New,Good,1
Van,38572,Poor,5,5,Diesel,Manual,2500,77727,2023-10-23,2025-03-08,First,23187,3,3,15.977360889189509,Worn Out,Worn Out,New,1
Bus,76627,Poor,4,1,Electric,Manual,2000,15657,2023-11-03,2024-10-12,First,27065,3,1,19.720505341209396,Good,Good,New,1
Truck,38475,Good,5,7,Electric,Manual,1500,137651,2023-04-20,2025-03-08,Second,29063,9,1,13.090078836595406,Worn Out,New,New,1
Car,46481,Average,5,2,Electric,Automatic,1000,85899,2023-07-25,2025-06-07,First,27327,5,1,13.529186449783815,New,Good,Good,1
Car,32350,Poor,1,8,Electric,Manual,2500,96148,2023-04-15,2025-01-28,Third,11721,9,2,14.599179733870846,Good,New,New,1
Motorcycle,39901,Average,1,5,Petrol,Automatic,2000,10397,2023-12-26,2026-02-27,Third,7527,9,2,14.663223442668457,Worn Out,Worn Out,New,1
Van,67227,Poor,4,7,Petrol,Manual,1000,46507,2023-08-24,2026-01-30,Third,10025,8,1,13.188747300172471,Good,New,Weak,1
Bus,55546,Good,1,7,Petrol,Automatic,1500,100840,2024-02-07,2025-12-11,Third,27489,8,3,15.106521386938716,Worn Out,Worn Out,New,1
SUV,62541,Poor,4,9,Electric,Manual,1500,148017,2023-04-29,2025-08-27,First,15172,9,3,12.916200979404291,Good,Good,Good,1
Motorcycle,34503,Average,0,3,Petrol,Automatic,1000,15095,2023-04-25,2025-03-23,Second,17054,7,1,18.55237850280342,New,Worn Out,New,1
Truck,78113,Average,4,6,Petrol,Manual,2500,89165,2024-01-07,2024-07-16,Second,14218,5,2,13.221438323459708,Good,Worn Out,New,1
Motorcycle,30040,Average,0,8,Diesel,Manual,1500,94580,2024-01-12,2024-06-03,First,9638,2,2,12.384374744160532,Good,Worn Out,Good,1
Van,60992,Good,0,7,Electric,Automatic,800,70078,2023-09-05,2024-12-10,First,26991,1,1,10.29162799896812,New,Worn Out,New,1
Car,42405,Good,3,6,Petrol,Automatic,1000,30774,2023-12-07,2025-01-21,First,6041,3,3,17.4775230703403,Good,New,Good,0
Motorcycle,30035,Good,3,8,Electric,Automatic,2500,63335,2024-02-08,2024-07-12,Third,20882,10,0,10.643360610102667,Worn Out,Worn Out,Good,1
Motorcycle,35693,Good,4,10,Petrol,Automatic,1500,109718,2023-12-04,2026-01-02,Second,22294,2,0,15.91157735014488,Good,Good,Weak,1
Truck,78088,Good,1,6,Electric,Automatic,2500,113264,2024-02-17,2024-08-11,Third,18460,6,1,19.001400074590716,New,Worn Out,Good,1
Van,46478,Poor,0,5,Diesel,Automatic,800,56064,2023-07-09,2025-10-18,First,25774,9,3,19.873860886162642,Good,Worn Out,Weak,1
Bus,44336,Poor,2,2,Diesel,Manual,1500,78055,2023-05-16,2025-09-15,Third,27673,3,3,13.07024292905551,Good,Worn Out,Good,1
Truck,38346,Good,3,2,Diesel,Manual,1500,148483,2024-01-01,2025-02-05,First,13771,8,2,12.684885079445056,New,Worn Out,Good,1
Truck,46353,Good,0,5,Electric,Manual,1000,25760,2023-08-27,2025-12-29,Second,15029,6,2,10.823697204949156,New,New,Weak,1
Van,37819,Average,0,5,Petrol,Manual,1500,109401,2023-05-12,2025-07-04,Third,6726,2,3,10.92472699615834,New,Worn Out,Weak,1
Car,32377,Average,2,1,Diesel,Automatic,1000,53056,2023-06-22,2024-06-28,Second,10876,3,3,16.543860861437665,New,New,Weak,1
Bus,45450,Poor,5,9,Diesel,Automatic,800,3254,2023-08-07,2025-04-02,Second,10389,8,2,18.633786472302297,New,Good,Weak,1
Motorcycle,44050,Poor,5,4,Petrol,Manual,2000,117727,2023-07-25,2025-03-04,Third,5337,8,1,16.749266970250343,Good,New,New,1
Truck,71226,Poor,3,6,Petrol,Automatic,2000,107394,2023-07-14,2024-11-01,Third,5406,3,0,12.40202489086677,New,Good,Weak,1
Car,58456,Good,1,5,Diesel,Automatic,2500,140772,2023-07-15,2025-11-10,Third,12523,5,0,16.400681551860373,Good,Good,New,0
Truck,56736,Good,3,10,Electric,Manual,1500,86949,2023-06-15,2025-08-05,First,27602,4,1,10.966214947241435,New,New,New,0
Truck,34739,Poor,2,7,Electric,Automatic,1000,63348,2023-10-03,2024-07-30,Second,23005,10,3,16.98269229376889,New,New,New,1
Truck,38923,Good,1,8,Petrol,Manual,800,63011,2023-08-17,2024-08-09,First,11120,8,1,10.879143788281665,New,Worn Out,Good,1
Car,35095,Good,5,9,Petrol,Manual,1000,40736,2023-04-26,2025-02-22,Third,15366,5,3,14.784543462172909,Good,New,Good,1
SUV,40097,Poor,1,8,Diesel,Manual,1500,126532,2023-09-14,2026-02-10,Third,5189,10,1,13.328149728073303,New,New,New,0
Car,38814,Poor,0,5,Diesel,Manual,1000,49326,2023-06-19,2025-10-07,Second,5485,3,0,19.71650780321651,New,Good,Weak,1
SUV,72404,Good,5,7,Diesel,Manual,1000,88046,2024-02-17,2025-01-28,First,13263,10,3,19.085620897686322,Worn Out,New,Good,1
SUV,77126,Poor,2,5,Electric,Automatic,2000,116424,2023-10-20,2026-01-08,Second,7535,7,3,17.98360804931888,New,Worn Out,Weak,1
Motorcycle,59790,Average,1,9,Diesel,Automatic,1500,112825,2023-12-14,2025-09-06,Third,20164,3,1,19.78913275547408,Worn Out,Worn Out,Weak,1
Van,35800,Poor,4,2,Petrol,Automatic,2500,56546,2023-12-23,2025-01-29,Second,13715,10,0,14.232630384264425,Good,Good,Good,1
Car,76091,Poor,3,1,Diesel,Manual,1000,52852,2023-09-30,2025-12-16,Second,25968,3,1,13.927842631893714,Worn Out,Worn Out,New,1
Van,35744,Average,2,4,Diesel,Automatic,1000,136492,2023-09-27,2025-03-30,Second,26691,3,3,17.19623417633723,Good,Worn Out,Good,1
Bus,65248,Average,5,7,Electric,Manual,1500,9698,2023-12-08,2025-12-24,Third,10408,10,2,19.96438007917939,Good,New,Weak,1
Bus,70996,Poor,0,9,Diesel,Manual,1500,13292,2023-11-26,2025-08-30,First,22209,7,2,10.695171453423427,New,New,Good,0
Motorcycle,63296,Good,2,7,Petrol,Manual,1000,76769,2023-07-31,2024-05-09,Second,9783,7,3,16.778548866382113,New,Good,Good,0
Motorcycle,43753,Poor,3,4,Petrol,Automatic,1000,146286,2023-11-11,2025-08-30,Third,19072,2,1,13.160254788809329,Worn Out,Good,Weak,1
Bus,40466,Good,4,5,Petrol,Manual,2000,80810,2023-10-19,2025-05-01,Third,15736,6,2,10.954361387498347,New,Good,New,1
Bus,65312,Good,5,4,Diesel,Automatic,2000,101488,2023-12-24,2024-10-11,First,10620,8,3,18.059768963722988,Worn Out,New,Weak,1
Motorcycle,58779,Average,3,1,Petrol,Automatic,1000,57724,2023-08-10,2025-12-05,First,17094,4,0,14.138329465434225,Good,New,New,1
Bus,53273,Good,5,4,Diesel,Automatic,1500,70696,2024-02-03,2026-01-14,Second,8244,7,3,17.08684866696358,New,Good,New,1
Bus,50815,Average,1,8,Petrol,Manual,2500,79249,2023-10-12,2024-08-27,First,16831,7,3,16.638626161679362,New,Good,New,0
Bus,51391,Good,3,10,Petrol,Automatic,1500,88628,2023-10-04,2025-05-14,First,8368,4,1,18.278986415766973,Good,New,Weak,1
Car,78773,Average,0,5,Petrol,Automatic,2000,19535,2023-07-20,2024-05-08,Third,27797,1,3,17.863089884025626,Good,Good,New,0
Bus,61225,Good,3,8,Diesel,Automatic,2000,64410,2023-08-16,2024-09-23,Third,28919,6,2,18.186752334684563,Worn Out,New,Good,0
Motorcycle,61119,Good,2,2,Petrol,Automatic,1000,48633,2023-04-20,2025-12-06,First,15292,1,2,16.306405674206772,Worn Out,Worn Out,New,1
Car,76659,Average,0,1,Diesel,Automatic,800,6712,2023-05-12,2026-03-26,First,23643,4,0,19.866259042507167,New,Good,New,0
Bus,51635,Good,1,10,Diesel,Automatic,800,14587,2023-11-20,2025-05-21,Third,16146,5,2,14.399814852178705,Worn Out,Good,Weak,1
SUV,51983,Poor,5,3,Diesel,Manual,1000,78237,2023-08-22,2026-03-03,First,27620,8,2,11.77783203716045,New,Worn Out,Good,1
Truck,71607,Poor,1,4,Electric,Automatic,1500,77555,2023-04-02,2025-06-15,Third,13307,9,0,17.705834308172566,Worn Out,Good,Weak,1
Van,42067,Average,0,5,Diesel,Automatic,1000,28711,2023-06-02,2024-12-12,First,8734,5,0,18.713272129568686,Good,New,New,0
Van,30312,Poor,5,3,Diesel,Manual,1000,33094,2024-01-05,2024-11-22,First,10121,3,1,14.399469692218501,New,Worn Out,Good,1
Truck,50135,Good,2,9,Diesel,Manual,1500,111302,2023-10-05,2025-11-11,Second,22719,5,0,13.958374727747042,Good,New,New,0
Car,31258,Average,4,5,Electric,Automatic,2500,142558,2023-08-27,2025-12-25,Third,23586,3,0,18.3619881062601,Worn Out,New,New,1
Motorcycle,30265,Good,2,10,Diesel,Automatic,800,57989,2023-05-01,2024-05-05,First,25046,7,1,19.559847538694633,Worn Out,Good,Good,0
Car,64290,Poor,0,5,Electric,Automatic,800,75485,2023-05-18,2024-09-10,Second,29216,5,0,16.018681492127378,Good,Good,New,0
Bus,38566,Poor,4,2,Diesel,Automatic,800,72674,2023-10-28,2025-09-12,First,19658,3,2,16.168120774422682,New,New,Good,1
SUV,74397,Average,2,2,Petrol,Automatic,2500,81493,2023-10-15,2024-07-31,Second,19605,6,0,15.153091864996586,New,Good,New,0
Truck,37897,Average,3,8,Diesel,Manual,1500,47910,2024-01-17,2024-06-01,Third,27699,1,3,14.359448769160064,New,Worn Out,Good,1
Van,72345,Average,3,3,Petrol,Automatic,1500,96375,2023-07-19,2024-06-18,First,24318,6,3,17.50746787541351,New,Good,New,1
Motorcycle,54092,Average,4,9,Electric,Automatic,2500,89056,2023-09-05,2026-02-04,Second,8258,8,3,12.808056137872427,Good,Worn Out,New,1
Motorcycle,47818,Average,3,1,Electric,Manual,800,77638,2023-10-25,2025-01-06,First,29553,6,0,18.94092011562418,Worn Out,Worn Out,New,1
Van,77396,Good,1,1,Diesel,Manual,800,107408,2023-06-01,2025-11-05,Third,22518,3,1,17.91508154471746,Good,Good,New,0
SUV,38615,Good,4,9,Petrol,Automatic,1500,7561,2023-12-07,2024-11-17,Second,20618,5,0,13.839652742666496,Worn Out,Worn Out,New,1
Truck,58168,Good,4,2,Petrol,Automatic,1000,97064,2023-07-04,2024-11-05,Second,16766,2,1,15.97607492637951,New,New,Weak,1
Truck,71835,Average,2,5,Diesel,Manual,2500,120981,2023-12-22,2025-06-15,First,24948,4,2,14.664834124665404,Worn Out,Good,Good,0
Truck,51017,Poor,0,4,Electric,Automatic,800,134145,2023-04-29,2026-02-21,Second,10052,10,2,16.650915759442416,Good,New,Weak,1
Bus,78254,Poor,0,10,Petrol,Automatic,1000,34343,2024-02-21,2024-09-05,First,6667,3,3,19.274594968870964,Good,Worn Out,Weak,1
SUV,35808,Good,3,9,Electric,Automatic,1000,123787,2023-09-07,2024-06-07,Third,10920,8,3,15.04776361311255,Good,Worn Out,Good,1
Motorcycle,64912,Good,3,3,Diesel,Automatic,2000,111569,2024-01-23,2024-06-26,Second,28379,6,3,11.706713731121669,New,New,Good,0
SUV,68012,Average,4,9,Diesel,Automatic,1500,46157,2023-06-07,2025-05-31,Third,25863,6,1,17.2136499502171,Worn Out,Worn Out,Weak,1
Bus,75471,Average,3,6,Petrol,Automatic,1000,76122,2023-07-14,2024-12-07,Second,17869,9,0,17.882434945723183,Worn Out,New,Good,1
SUV,54800,Good,1,3,Electric,Automatic,1500,49536,2023-06-15,2024-05-15,Third,29199,6,2,19.274564439137038,Good,Worn Out,New,1
Van,51396,Poor,3,6,Petrol,Manual,2500,128783,2023-06-05,2025-04-01,Second,15676,4,3,17.82772367231519,New,Worn Out,New,1
Truck,47685,Good,4,9,Electric,Automatic,1000,67476,2023-09-12,2025-10-21,Third,18762,4,3,19.031935520144977,Worn Out,New,Good,1
SUV,77465,Good,0,3,Electric,Automatic,2000,60909,2023-06-11,2025-02-24,First,29866,1,3,10.77645074316722,Worn Out,Worn Out,Good,1
Motorcycle,33635,Poor,2,8,Petrol,Automatic,1000,99522,2023-04-03,2026-02-07,Third,28869,3,2,14.078544733419545,Good,Good,Weak,1
Van,55523,Good,0,2,Petrol,Manual,2500,103104,2023-10-05,2024-10-08,Third,6739,7,1,17.633131655263803,Worn Out,Worn Out,New,1
SUV,48398,Average,2,1,Petrol,Manual,800,96952,2023-04-26,2025-11-11,Third,10979,2,0,10.681930339322252,Good,Worn Out,Good,1
Car,36615,Good,4,10,Diesel,Automatic,800,64226,2023-05-29,2025-11-28,Second,28195,10,2,11.084873583160675,Good,Worn Out,Weak,1
Car,31639,Poor,1,4,Petrol,Manual,800,91331,2023-12-18,2026-03-07,First,29132,9,2,10.849541967808333,New,New,Weak,1
SUV,49460,Poor,0,5,Petrol,Manual,800,136170,2023-06-11,2024-10-17,Second,24398,6,1,10.346494392494492,Worn Out,Worn Out,New,1
Truck,41057,Poor,3,5,Electric,Manual,1500,89354,2023-10-04,2025-03-10,First,16091,9,2,13.227737049633724,Worn Out,Worn Out,Weak,1
Van,76885,Poor,0,1,Petrol,Automatic,1000,1254,2023-04-11,2025-08-31,Second,23722,4,0,14.54013281407341,New,Good,Good,0
Car,39881,Average,2,5,Electric,Automatic,800,125648,2023-06-21,2025-10-01,Second,15409,2,1,15.852164479971673,New,Good,New,0
Bus,50438,Average,2,2,Electric,Manual,2500,35659,2023-06-10,2024-07-28,Second,13337,5,3,16.27184503294149,New,Worn Out,Good,1
Van,48780,Good,2,6,Electric,Manual,1000,138792,2024-01-01,2025-08-22,First,10831,4,2,13.778322359977883,New,New,Good,0
Truck,79030,Good,1,7,Diesel,Automatic,2000,135987,2023-06-17,2024-06-22,Second,24296,4,1,13.207198511620017,Good,Good,New,0
Van,58719,Average,4,4,Petrol,Manual,1000,24449,2024-01-28,2024-10-25,Second,5161,10,1,16.20047723857845,Good,New,Good,1
Car,50511,Average,2,2,Diesel,Automatic,1000,147770,2023-08-16,2025-08-18,First,22275,10,3,13.131587796083558,New,Good,Good,1
Car,50518,Good,0,10,Diesel,Automatic,1000,57927,2023-08-19,2025-09-12,First,17044,4,3,13.06557708133435,Worn Out,Worn Out,Good,1
Truck,74336,Good,2,10,Petrol,Automatic,2500,148975,2023-07-21,2024-09-19,Second,23540,2,3,15.276681528174318,Good,New,New,0
Van,48549,Poor,4,5,Petrol,Automatic,800,74826,2023-08-02,2025-01-09,Second,27847,6,1,17.29406696982875,Good,Good,New,1
Van,65657,Good,0,1,Petrol,Manual,800,18844,2023-03-30,2024-08-22,Second,12782,6,2,18.14908190637947,Good,New,Weak,1
Car,65102,Poor,2,10,Diesel,Manual,1500,84310,2023-06-03,2024-12-21,Second,15828,9,0,19.141317101724518,Good,Good,Good,1
Car,45848,Poor,4,7,Electric,Automatic,800,26526,2023-07-16,2025-01-11,Third,21250,8,2,12.87418253223715,New,Worn Out,Good,1
Van,34885,Good,2,2,Petrol,Manual,1000,37791,2023-07-26,2026-01-13,Second,14730,5,1,16.53249420767247,New,Good,Good,0
Van,39550,Good,0,6,Petrol,Manual,2000,3275,2023-11-27,2025-12-05,Third,29923,10,0,17.36851397725154,Worn Out,Worn Out,Weak,1
Truck,56451,Good,2,10,Diesel,Manual,1000,29676,2023-04-09,2026-02-04,Second,23300,10,2,14.954443173284702,New,New,Weak,1
Motorcycle,72395,Poor,3,10,Electric,Automatic,1500,125088,2023-05-05,2024-10-12,Second,8049,4,1,12.285253631737568,Worn Out,New,Good,1
Van,59373,Good,0,9,Electric,Manual,1500,49878,2023-11-11,2024-08-30,Second,27517,4,3,17.285630394991767,New,New,Good,0
Truck,42558,Average,1,8,Petrol,Automatic,800,128592,2024-01-02,2025-02-11,Second,10452,5,1,12.134832209244472,Worn Out,Good,New,0
Truck,70659,Good,5,7,Petrol,Automatic,1000,108654,2023-05-10,2025-02-13,Second,24169,2,1,14.331085547875023,New,New,Good,1
Truck,77922,Average,4,9,Electric,Automatic,2500,13181,2023-08-02,2025-02-21,Second,14827,5,0,15.744599204346983,Worn Out,New,New,1
Car,71064,Average,1,8,Petrol,Manual,1000,89239,2023-11-06,2025-05-23,Second,15324,6,2,10.136590441295741,New,New,Good,0
Motorcycle,56202,Poor,1,2,Electric,Automatic,800,49842,2024-02-18,2025-03-10,Third,8256,3,3,11.418480365816148,New,Good,Good,0
Van,67737,Poor,1,9,Electric,Automatic,1500,60345,2024-01-30,2024-09-29,First,5941,9,1,16.613410112271744,Worn Out,Good,Good,0
Car,61690,Average,2,9,Diesel,Manual,800,36660,2023-05-21,2025-03-01,First,24191,1,0,13.184949352944084,New,Good,New,0
Truck,33637,Good,1,4,Electric,Automatic,1500,110256,2023-08-21,2024-12-11,Third,7854,6,0,16.412596953316175,Good,New,Good,0
Bus,50486,Good,3,7,Diesel,Manual,1000,70968,2023-12-13,2025-03-20,Third,22578,6,2,11.012255634249637,Good,Worn Out,Weak,1
Truck,68213,Poor,4,5,Petrol,Automatic,1000,22311,2023-05-24,2026-02-02,First,29594,5,2,17.148778536212177,Good,New,Weak,1
Car,60225,Good,3,10,Electric,Automatic,1500,1135,2024-02-20,2025-05-01,Second,20567,3,2,14.631252077118958,Worn Out,New,New,0
SUV,70852,Good,1,8,Electric,Manual,800,41843,2023-05-22,2024-07-19,Second,9358,4,2,10.931520833068193,Worn Out,Good,Weak,1
Truck,45947,Average,3,2,Petrol,Manual,800,124333,2023-04-25,2024-12-13,Second,9799,4,3,14.285931395507678,Worn Out,New,New,1
Car,77193,Average,0,10,Diesel,Automatic,800,55095,2024-02-25,2026-02-18,Third,5029,10,2,15.780706980913774,Worn Out,Good,Good,1
Truck,45656,Average,2,4,Electric,Manual,1500,59255,2024-01-05,2026-01-07,First,29819,10,0,19.357228131767023,New,Worn Out,Weak,1
Motorcycle,62507,Poor,3,2,Electric,Automatic,1500,129772,2023-10-24,2025-01-17,Third,26145,10,1,17.799235329060707,New,New,Good,1
Motorcycle,48928,Average,5,5,Diesel,Manual,1000,122287,2024-02-06,2025-03-26,Third,18991,9,3,12.211489118124746,New,Good,Good,1
Truck,40058,Good,4,6,Diesel,Manual,800,49304,2023-09-28,2025-03-06,Second,27808,3,2,11.306911663754773,Good,Worn Out,Weak,1
Truck,42391,Poor,3,7,Diesel,Manual,1500,108558,2023-06-11,2025-07-10,Third,26657,5,2,11.722480023937845,New,Worn Out,Weak,1
SUV,44384,Average,1,10,Petrol,Manual,1000,21385,2023-09-21,2025-05-24,Second,25118,1,3,13.7757143643767,Good,Good,Weak,1
Van,49857,Good,1,3,Electric,Automatic,2000,82118,2023-09-23,2025-10-23,First,8357,10,1,14.571681577644608,Worn Out,Worn Out,New,1
Bus,37924,Poor,4,8,Electric,Manual,800,22198,2023-11-12,2025-02-11,Third,10461,8,0,15.076566766538171,Worn Out,Good,New,1
Car,34118,Good,2,6,Electric,Automatic,2000,116842,2023-12-29,2025-03-10,First,19706,6,0,14.089121387481566,New,Good,Weak,1
SUV,40593,Average,1,8,Diesel,Manual,800,113511,2023-11-29,2025-07-31,Third,7080,4,2,11.986886331521193,Good,New,Weak,1
Bus,56866,Good,0,2,Petrol,Manual,2500,115225,2024-02-22,2025-08-12,Second,24807,7,3,13.332234985767963,Good,Worn Out,Good,1
Truck,73832,Average,3,2,Petrol,Automatic,1500,108126,2023-12-27,2025-03-05,First,10592,2,1,17.437703948551352,Good,Worn Out,Weak,1
Motorcycle,60005,Average,0,8,Electric,Automatic,800,51245,2023-12-08,2024-10-04,Third,17376,10,3,10.01072775696828,New,Worn Out,Good,1
Van,60935,Good,1,5,Electric,Manual,2500,28378,2024-02-19,2025-09-08,First,9005,4,0,19.626478800645117,New,Worn Out,Good,1
Car,69844,Average,5,2,Electric,Manual,800,43043,2023-06-19,2025-07-24,First,25850,2,2,11.523625120913396,New,New,Weak,1
Motorcycle,51204,Average,1,1,Petrol,Manual,800,74367,2023-11-07,2025-09-02,Second,19659,2,2,15.646085868731625,Good,Worn Out,Weak,1
Truck,75627,Poor,1,7,Petrol,Manual,2500,1259,2023-11-09,2025-08-12,First,11406,1,3,16.193305104561528,New,New,New,0
Van,45898,Poor,5,4,Diesel,Manual,2000,109935,2023-09-01,2026-01-20,First,5733,10,1,16.2160388930791,Good,Good,New,1
Truck,59769,Good,5,1,Petrol,Automatic,1500,44728,2023-09-02,2025-06-23,Third,27626,9,2,12.40066868311748,Worn Out,Good,Good,1
Truck,46128,Average,1,6,Petrol,Manual,800,67484,2023-11-08,2024-08-01,Second,9988,4,3,12.447615161081291,Good,Worn Out,Weak,1
Van,38519,Average,4,8,Diesel,Automatic,1500,146729,2023-04-03,2025-07-06,Third,12133,4,0,17.565861149044935,Good,Worn Out,Weak,1
SUV,57892,Poor,2,9,Diesel,Manual,2500,134786,2024-02-23,2025-09-17,First,29279,5,1,12.679150226104632,Worn Out,New,Good,1
Motorcycle,72733,Average,0,2,Diesel,Automatic,1000,26253,2024-01-31,2026-03-03,Third,10610,2,2,10.265575608991005,Good,Worn Out,Weak,1
Bus,34643,Good,5,5,Diesel,Automatic,1000,61672,2023-12-05,2025-06-30,Second,25063,1,0,15.89623912383654,New,Worn Out,Good,1
Motorcycle,53405,Average,0,2,Electric,Automatic,1000,113764,2023-10-19,2026-01-24,First,20112,3,0,13.265559192858216,Worn Out,Worn Out,Good,1
SUV,63655,Good,0,3,Electric,Automatic,2500,46490,2023-08-17,2025-02-01,First,20428,7,3,15.989302231316774,New,Worn Out,New,1
Bus,54660,Poor,2,10,Diesel,Automatic,1500,138671,2023-05-22,2025-02-18,Third,25796,3,3,10.498974197353014,Worn Out,Worn Out,New,1
Van,59643,Good,4,1,Diesel,Manual,2500,93020,2023-07-14,2024-12-23,Second,11345,8,3,16.224599528093908,New,Worn Out,New,1
Van,66254,Average,4,10,Petrol,Automatic,2000,142112,2024-02-07,2024-07-15,First,17022,3,2,19.543323838522994,New,New,New,1
Truck,62233,Poor,5,9,Diesel,Manual,2500,107335,2024-02-16,2025-01-09,Second,17290,1,1,19.27666430485103,New,Worn Out,Weak,1
Bus,73968,Poor,1,5,Electric,Manual,2000,126161,2023-12-08,2025-10-11,First,28615,2,1,16.143667943266475,Good,New,New,0
Car,45320,Good,5,2,Diesel,Manual,2000,93672,2024-01-09,2024-11-08,Second,8827,2,0,19.5978115452829,New,Worn Out,New,1
Car,40419,Average,4,9,Diesel,Manual,800,1333,2023-09-28,2025-04-12,Third,28683,10,1,18.616648769620053,Worn Out,Worn Out,Weak,1
Van,55939,Good,2,10,Petrol,Automatic,1500,31727,2023-08-20,2026-03-29,Second,18803,1,3,16.8088552224894,Worn Out,New,New,0
Bus,70043,Average,0,5,Diesel,Automatic,1000,93683,2024-02-06,2024-05-25,Second,16909,7,2,10.73199773807584,Good,Worn Out,Good,1
Van,68600,Poor,3,4,Petrol,Manual,1500,64304,2023-07-31,2025-10-01,First,29672,1,2,17.44245789075565,Worn Out,Good,Good,1
Van,45816,Average,5,10,Diesel,Automatic,800,140379,2023-07-10,2026-03-16,Second,8473,4,2,17.73684152741632,Worn Out,Worn Out,New,1
Car,67065,Good,0,2,Petrol,Automatic,1500,131774,2023-10-31,2024-10-20,Third,23776,9,3,15.810934908314831,Good,New,New,1
SUV,40018,Poor,5,9,Petrol,Manual,2000,47296,2023-11-01,2026-02-18,Third,16558,7,3,16.813423703380955,Worn Out,New,Weak,1
Bus,52347,Average,0,6,Diesel,Manual,1500,111435,2024-01-05,2025-10-15,Third,24497,4,0,13.69629142165096,Worn Out,New,Good,0
Car,70797,Good,3,3,Electric,Manual,1500,41959,2023-09-01,2024-09-25,First,21791,1,0,13.862935069481548,Good,New,Weak,1
SUV,45005,Good,5,3,Diesel,Automatic,800,125386,2023-04-03,2025-07-26,Third,17080,10,1,17.28300462765039,Worn Out,Worn Out,New,1
Van,58104,Average,3,10,Diesel,Automatic,2500,25518,2023-07-08,2024-09-03,First,14054,7,1,10.991370875516044,Good,Good,New,1
Car,67617,Average,1,1,Diesel,Automatic,2000,49580,2023-05-14,2024-06-17,Second,21813,9,1,19.825713324610177,Worn Out,New,Good,0
Motorcycle,61716,Good,1,7,Electric,Automatic,1000,105752,2023-04-05,2026-03-15,Second,18115,1,2,18.333733430424683,Good,New,New,0
Car,60149,Poor,3,5,Petrol,Automatic,2000,23226,2023-08-20,2026-01-22,Second,13161,9,1,16.633736838509158,Good,Worn Out,Good,1
